District,Category,Bedrooms,Livingrooms,Bathrooms,Furnished,Kitechen,Garage,Elevator,AC,Price,Region,floor_number,AGE
شقة للإيجار في شارع محمد بن عبدالباقي سنبل ، حي القيروان ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,no,no,no,115000.0,North,1.0,1.0
شقة للإيجار في شارع القصر ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,35000.0,North,3.0,1.0
شقة للإيجار في حي الياسمين ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,65000.0,North,3.0,1.0
شقة للإيجار في حي الياسمين ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,35000.0,North,3.0,2.0
شقة للإيجار في حي العارض ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,40000.0,North,2.0,6.0
شقة للإيجار في شارع رقم 491 ، حي النرجس ، الرياض ، الرياض,family,5.0,1.0,3,no,yes,no,yes,no,50000.0,North,1.0,4.0
شقة للإيجار في حي العارض ، الرياض ، الرياض,family,5.0,1.0,4,no,no,no,yes,no,45000.0,North,2.0,1.0
شقة للإيجار في شارع رقم 557 ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,35000.0,North,3.0,1.0
شقة للإيجار في شارع يعقوب بن حميد ، حي العارض ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,34000.0,North,3.0,2.0
شقة للإيجار في شارع التحلية ، حي حطين ، الرياض ، الرياض,family,4.0,1.0,2,no,yes,no,yes,yes,43000.0,North,1.0,10.0
شقة للإيجار في حي ، شارع يحيي بن محمد الغرناطي ، حي العارض ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,35000.0,North,2.0,1.0
شقة للإيجار في شارع وادي البطحاء ، حي الملقا ، الرياض ، الرياض,family,3.0,2.0,4,yes,yes,no,no,yes,85000.0,North,1.0,1.0
شقة للإيجار في حي الياسمين ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,50000.0,North,3.0,6.0
شقة للإيجار في شارع الجيره ، حي النرجس ، الرياض ، الرياض,family,5.0,1.0,3,no,yes,no,no,no,55000.0,North,1.0,4.0
شقة للإيجار في شارع عبدالرحمن الهندي ، حي العارض ، الرياض ، الرياض,family,2.0,1.0,2,no,yes,no,no,yes,32000.0,North,3.0,3.0
شقة للإيجار في شارع محمد سعيد شافعي ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,35000.0,North,2.0,1.0
شقة للإيجار في حي ، شارع عبدالله بن العاص ، حي العارض ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,no,no,yes,34000.0,North,3.0,4.0
شقة للإيجار في حي حطين ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,no,no,yes,65000.0,North,2.0,4.0
شقة للإيجار في حي ، طريق ابي بكر الصديق ، حي العارض ، الرياض ، الرياض,family,3.0,1.0,2,no,no,no,no,no,35000.0,North,2.0,1.0
شقة للإيجار في حي ، طريق الملك عبدالعزيز الفرعي ، حي العارض ، الرياض ، الرياض,family,4.0,1.0,2,no,yes,no,no,yes,50000.0,North,1.0,1.0
شقة للإيجار في شارع الأمير عبدالعزيز بن ثنيان ، حي جامعة الملك سعود ، الرياض ، الرياض,family,2.0,1.0,2,no,yes,no,yes,yes,42000.0,North,3.0,1.0
شقة للإيجار في شارع الشرق ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,2,no,no,no,no,no,35000.0,North,1.0,1.0
شقة للإيجار في حي ، طريق الملك عبدالعزيز الفرعي ، حي العارض ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,28000.0,North,2.0,1.0
شقة للإيجار في شارع عبدالرحمن الهندي ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,no,no,no,40000.0,North,2.0,1.0
شقة للإيجار في شارع القصر ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,33000.0,North,3.0,1.0
شقة للإيجار في شارع نعمان بن مقرن المزيني ، حي العارض ، الرياض ، الرياض,family,2.0,1.0,2,no,yes,no,no,yes,35000.0,North,1.0,1.0
شقة للإيجار في حي ، شارع عبدالله الخزرجي ، حي العارض ، الرياض ، الرياض,family,2.0,1.0,2,no,no,no,no,yes,32000.0,North,3.0,1.0
شقة للإيجار في شارع ريحانه بنت زيد ، حي العارض ، الرياض ، الرياض,family,2.0,1.0,2,no,yes,no,no,no,26000.0,North,2.0,2.0
شقة للإيجار في شارع عبدالله بن عبدالرحمن سراج ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,3,no,no,no,no,no,40000.0,North,3.0,1.0
شقة للإيجار في حي ، شارع مشاش الجرود ، حي العارض ، الرياض ، الرياض,family,2.0,1.0,2,no,yes,no,no,no,35000.0,North,3.0,1.0
شقة للإيجار في حي الياسمين ، الرياض ، الرياض,family,4.0,1.0,2,no,yes,no,no,no,38000.0,North,1.0,1.0
شقة للإيجار في طريق عثمان بن عفان ، حي النرجس ، الرياض ، الرياض,family,4.0,2.0,3,no,yes,no,no,no,45000.0,North,1.0,3.0
شقة للإيجار في حي العارض ، الرياض ، الرياض,family,2.0,1.0,2,no,no,no,no,no,25000.0,North,3.0,1.0
شقة للإيجار في حي ، شارع راشد الوليدي ، حي القيروان ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,no,yes,no,60000.0,North,1.0,1.0
شقة للإيجار في حي الياسمين ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,50000.0,North,2.0,6.0
شقة للإيجار في شارع جبل احد ، حي العارض ، الرياض ، الرياض,family,3.0,1.0,2,no,no,no,no,no,25000.0,North,3.0,1.0
شقة للإيجار في شارع السهام ، حي النرجس ، الرياض ، الرياض,family,4.0,1.0,3,no,yes,no,no,yes,50000.0,North,1.0,1.0
شقة للإيجار في شارع التاجر ، حي النرجس ، الرياض ، الرياض,family,3.0,4.0,3,no,yes,yes,no,yes,60000.0,North,1.0,1.0
شقة للإيجار في شارع رقم 216 ، حي النرجس ، الرياض ، الرياض,family,4.0,1.0,2,no,yes,no,no,no,28000.0,North,3.0,6.0
شقة للإيجار في شارع جبل احد ، حي العارض ، الرياض ، الرياض,family,3.0,1.0,2,no,no,no,no,no,28000.0,North,3.0,1.0
شقة للإيجار في شارع خلف البزار ، حي النرجس ، الرياض ، الرياض,singal,3.0,1.0,2,no,yes,no,yes,yes,30000.0,North,3.0,3.0
شقة للإيجار في شارع الجيره ، حي النرجس ، الرياض ، الرياض,family,4.0,1.0,2,no,yes,no,no,no,45000.0,North,1.0,1.0
شقة للإيجار في شارع النشرة ، حي الياسمين ، الرياض ، الرياض,family,2.0,1.0,2,no,yes,no,no,no,37000.0,North,3.0,1.0
شقة للإيجار في شارع اياس بن عمرو ، حي السليمانية ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,45000.0,North,3.0,10.0
شقة للإيجار في حي ، شارع عقيل عطاس ، حي العارض ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,35000.0,North,2.0,2.0
شقة للإيجار في حي ، شارع ريحانه بنت زيد ، حي العارض ، الرياض ، الرياض,family,3.0,1.0,2,no,no,no,no,no,27000.0,North,2.0,2.0
شقة للإيجار في شارع عبدالله حدادي ، حي العارض ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,35000.0,North,3.0,2.0
شقة للإيجار في شارع الديوان ، حي النرجس ، الرياض ، الرياض,family,3.0,2.0,2,no,yes,no,no,yes,47000.0,North,2.0,4.0
شقة للإيجار في حي الياسمين ، الرياض ، الرياض,family,2.0,1.0,2,no,yes,no,no,no,37000.0,North,3.0,4.0
شقة للإيجار في شارع الحفناوي ، حي العارض ، الرياض ، الرياض,family,4.0,1.0,3,no,no,no,no,yes,35000.0,North,2.0,2.0
شقة للإيجار في حي الياسمين ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,yes,yes,yes,70000.0,North,2.0,2.0
شقة للإيجار في شارع ربيعه بن عبدالله بن الهدير ، حي العارض ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,28000.0,North,3.0,1.0
شقة للإيجار في شارع السيد حسن كتبي ، حي العارض ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,32000.0,North,3.0,1.0
شقة للإيجار في شارع رقم 516 ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,42000.0,North,3.0,4.0
شقة للإيجار في شارع معجب آل حامد ، حي النرجس ، الرياض ، الرياض,family,4.0,1.0,3,no,no,no,no,no,36000.0,North,2.0,1.0
شقة للإيجار في حي النرجس ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,35000.0,North,2.0,1.0
شقة للإيجار في شارع جعفر الوجيه ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,2,no,no,no,no,no,55000.0,North,1.0,6.0
شقة للإيجار في شارع قرطبه ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,28000.0,North,3.0,1.0
شقة للإيجار في شارع مالك بن انس ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,35000.0,North,2.0,2.0
شقة للإيجار في حي ، شارع محمد بن عبدالعزيز العجاجي ، حي القيروان ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,yes,yes,75000.0,North,2.0,4.0
شقة للإيجار في طريق ابي بكر الصديق ، حي النرجس ، الرياض ، الرياض,family,2.0,1.0,2,no,yes,no,no,yes,50000.0,North,2.0,6.0
شقة للإيجار في شارع البلدي ، حي العارض ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,25000.0,North,2.0,4.0
شقة للإيجار في حي الياسمين ، الرياض ، الرياض,family,3.0,2.0,3,no,yes,no,no,yes,45000.0,North,1.0,6.0
شقة للإيجار في حي ، شارع عبدالله بن العاص ، حي العارض ، الرياض ، الرياض,family,4.0,1.0,2,no,yes,no,no,no,35000.0,North,3.0,1.0
شقة للإيجار في شارع علي بن القاسم القاشاني ، حي العارض ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,35000.0,North,2.0,1.0
شقة للإيجار في الرياض ، حي العارض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,32000.0,North,3.0,1.0
شقة للإيجار في حي الياسمين ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,no,no,yes,50000.0,North,1.0,2.0
شقة للإيجار في حي الياسمين ، الرياض ، الرياض,family,1.0,1.0,3,no,yes,no,yes,yes,70000.0,North,2.0,2.0
شقة للإيجار في شارع ارجوان ، حي الملقا ، الرياض ، الرياض,family,4.0,1.0,3,no,yes,no,no,no,140000.0,North,1.0,2.0
شقة للإيجار في شارع خالد بن ابي دجانه الانصاري ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,35000.0,North,2.0,1.0
شقة للإيجار في شارع عثمان بن عماره ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,35000.0,North,2.0,1.0
شقة للإيجار في حي النخيل ، الرياض ، الرياض,family,4.0,1.0,5,no,yes,no,no,yes,60000.0,North,2.0,1.0
شقة للإيجار في حي العارض ، الرياض ، الرياض,family,2.0,1.0,2,no,yes,no,no,yes,34000.0,North,2.0,1.0
شقة للإيجار في شارع عبدالكريم بن حمد ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,3,yes,yes,no,no,yes,37000.0,North,3.0,5.0
شقة للإيجار في طريق الامام سعود بن فيصل ، حي الملقا ، الرياض ، الرياض,family,2.0,1.0,2,yes,yes,yes,yes,no,100000.0,North,1.0,1.0
شقة للإيجار في شارع البلدي ، حي العارض ، الرياض ، الرياض,family,3.0,1.0,2,no,no,no,no,no,35000.0,North,2.0,1.0
شقة للإيجار في حي حطين ، الرياض ، الرياض,family,4.0,1.0,3,no,yes,yes,yes,yes,65000.0,North,2.0,4.0
شقة للإيجار في شارع التجاره ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,35000.0,North,3.0,1.0
شقة للإيجار في حي الياسمين ، الرياض ، الرياض,family,4.0,1.0,3,no,yes,no,yes,yes,50000.0,North,3.0,6.0
شقة للإيجار في شارع سالم بن ابي بكر شيخان ، حي العارض ، الرياض ، الرياض,family,3.0,1.0,2,no,no,no,no,no,25000.0,North,2.0,1.0
شقة للإيجار في حي النرجس ، الرياض ، الرياض,family,3.0,2.0,3,no,yes,no,yes,yes,72000.0,North,2.0,1.0
شقة للإيجار في شارع الحسين بن علي ، حي التعاون ، الرياض ، الرياض,family,3.0,2.0,4,no,yes,yes,yes,yes,75000.0,North,3.0,4.0
شقة للإيجار في حي ، شارع صالح العذل ، حي العارض ، الرياض ، الرياض,family,2.0,1.0,4,no,yes,yes,yes,yes,63000.0,North,1.0,5.0
شقة للإيجار في شارع رقم 555 ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,35000.0,North,3.0,1.0
شقة للإيجار في شارع ابراهيم الميموني ، حي العارض ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,28000.0,North,1.0,4.0
شقة للإيجار في شارع محمد بن علي الكيلاني ، حي العارض ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,28000.0,North,2.0,2.0
شقة للإيجار في شارع محمد جمال الدين القاسمي ، حي العارض ، الرياض ، الرياض,family,2.0,1.0,2,no,no,no,no,yes,32000.0,North,3.0,1.0
شقة للإيجار في شارع رقم 572 ، حي الملقا ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,no,no,no,80000.0,North,1.0,1.0
شقة للإيجار في شارع اسماء بنت مالك ، حي العارض ، الرياض ، الرياض,family,2.0,1.0,2,no,yes,no,no,yes,38000.0,North,1.0,1.0
شقة للإيجار في حي ، شارع أحمد بن سعيد بن الهندي ، حي العارض ، الرياض ، الرياض,family,2.0,1.0,2,no,no,no,no,no,25000.0,North,3.0,1.0
شقة للإيجار في شارع شهاب الدين بن ماجد ، حي القيروان ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,no,no,yes,70000.0,North,1.0,1.0
شقة للإيجار في حي ، شارع الشريف ابو القاسم بن الحسن ، حي العارض ، الرياض ، الرياض,family,2.0,1.0,2,no,no,no,no,yes,32000.0,North,3.0,1.0
شقة للإيجار في شارع محمد البشر ، حي النرجس ، الرياض ، الرياض,family,2.0,2.0,2,no,yes,no,no,no,30000.0,North,3.0,1.0
شقة للإيجار في حي ، شارع خليفه العتيبي ، حي القيروان ، الرياض ، الرياض,family,3.0,1.0,4,no,yes,yes,yes,yes,80000.0,North,1.0,2.0
شقة للإيجار في شارع شهاب بن زهير ، حي السليمانية ، الرياض ، الرياض,family,2.0,2.0,3,no,yes,no,no,yes,40000.0,North,3.0,10.0
شقة للإيجار في شارع صالح بن محمد ، حي القيروان ، الرياض ، الرياض,family,3.0,1.0,4,yes,yes,yes,yes,yes,80000.0,North,1.0,2.0
شقة للإيجار في شارع محمد المنوفي ، حي النرجس ، الرياض ، الرياض,family,4.0,1.0,3,no,no,no,no,no,35000.0,North,2.0,1.0
شقة للإيجار في شارع يدمة ، حي النرجس ، الرياض ، الرياض,family,3.0,2.0,2,no,yes,no,no,yes,48000.0,North,2.0,1.0
